label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.09571915864944458,-0.04914224147796631,-0.018025093983851548,-0.1602192223072052,-0.1652030348777771,-0.02610839837416279,-0.19268089532852173,-0.2584075927734375,-0.0388299574069606,-0.23728272318840027,-0.3032780885696411,-0.04861953974887001,-0.11587664484977722,-0.2408861517906189,0.004777069862939243,-0.13467815518379211,-0.32182812690734863,-0.03929439307376015,-0.116097092628479,-0.24720978736877441,-0.06796847404166328,-0.09843260049819946,-0.17530423402786255,-0.07953697563334572,-0.05803191661834717,-0.24256330728530884,-0.00469854082166421,-0.0763101875782013,-0.32050299644470215,-0.051125311564646836,-0.06531292200088501,-0.22016561031341553,-0.06665128589793312,-0.05668279528617859,-0.13985824584960938,-0.06540479631348717,0.0003287196159362793,-0.23281627893447876,-0.020906304281197663,-0.01693284511566162,-0.3040873110294342,-0.06392090887948143,-0.016328811645507812,-0.19967257976531982,-0.05420115337892639,-0.014759093523025513,-0.12250101566314697,-0.03494151429458725,0.05966493487358093,-0.21357083320617676,-0.039380141805850144,0.03445693850517273,-0.27060866355895996,-0.0636196744553672,0.025427669286727905,-0.20375311374664307,-0.05033901826664078,0.025406092405319214,-0.149075448513031,-0.03314001233502495
A,0.0,0.0,0.0,-0.10844001173973083,-0.0665886402130127,-0.017302977771805672,-0.17690640687942505,-0.19310462474822998,-0.02659594538931742,-0.21177557110786438,-0.29638952016830444,-0.04203828509275809,-0.26153816282749176,-0.34773439168930054,-0.053985317156957535,-0.125675231218338,-0.28465956449508667,0.010137627913309188,-0.14958128333091736,-0.3690110445022583,-0.040179115639375595,-0.13234171271324158,-0.2814320921897888,-0.07224355350558653,-0.11165529489517212,-0.19982433319091797,-0.08474824290101424,-0.061283230781555176,-0.28150516748428345,-0.0020108659875859303,-0.0857318639755249,-0.36311668157577515,-0.057024408982442765,-0.07426461577415466,-0.24718314409255981,-0.07528009723250761,-0.06146436929702759,-0.1600974202156067,-0.07363911430661574,0.004231542348861694,-0.2686377167701721,-0.02179257843022242,-0.017279624938964844,-0.33883556723594666,-0.07230385850493803,-0.017442524433135986,-0.22147685289382935,-0.06214699606721297,-0.014201760292053223,-0.139926016330719,-0.040334031836437134,0.07100552320480347,-0.24559658765792847,-0.04395629178111449,0.04248011112213135,-0.3054002523422241,-0.07129089991872206,0.030038833618164062,-0.22814875841140747,-0.05679948713009253,0.030078768730163574,-0.16897445917129517,-0.03763640757028952
A,0.0,0.0,0.0,-0.12181168794631958,-0.07602202892303467,-0.01553295237238217,-0.19912146031856537,-0.20367610454559326,-0.02573866919840384,-0.2423771172761917,-0.31243693828582764,-0.04376142622197676,-0.2981663942337036,-0.3719255030155182,-0.058601246785769945,-0.14241644740104675,-0.3023667335510254,0.010744916636099333,-0.1753166913986206,-0.39842236042022705,-0.03993491606081534,-0.16131946444511414,-0.3024997115135193,-0.07287225649918128,-0.14278799295425415,-0.2133353352546692,-0.08670069799984503,-0.07425937056541443,-0.3023667335510254,-0.0022629861369978244,-0.1117493212223053,-0.3951754868030548,-0.05810183436835814,-0.10067516565322876,-0.26912468671798706,-0.0772945709642272,-0.08815997838973999,-0.17224079370498657,-0.07806316540802527,-0.003203779458999634,-0.29191774129867554,-0.02262781338060904,-0.03731662034988403,-0.37247735261917114,-0.0735556833561759,-0.037671446800231934,-0.24454957246780396,-0.06438512877787161,-0.03407517075538635,-0.15054738521575928,-0.044763704400907045,0.06990766525268555,-0.26882708072662354,-0.045351674419293886,0.03089165687561035,-0.3276781737804413,-0.07345917598570395,0.012330591678619385,-0.24365615844726562,-0.06082310677732039,0.007450848817825317,-0.17399513721466064,-0.04427402616704512
A,0.0,0.0,0.0,-0.12034448981285095,-0.08225440979003906,-0.013681613087669575,-0.1990518867969513,-0.21557188034057617,-0.023548716858044827,-0.24288223683834076,-0.32586294412612915,-0.041738338947311604,-0.29870307445526123,-0.3873022496700287,-0.05681444349886533,-0.1397615671157837,-0.3261060118675232,0.011223967939599788,-0.17784994840621948,-0.41568896174430847,-0.04261733236910459,-0.163518488407135,-0.31559717655181885,-0.07662220317126867,-0.1429133117198944,-0.22321051359176636,-0.090134367525593,-0.07089874148368835,-0.32297593355178833,-0.0033777141403561473,-0.11241194605827332,-0.4139813184738159,-0.06334035116435643,-0.10222646594047546,-0.283683717250824,-0.0830579401850855,-0.0886441171169281,-0.18303430080413818,-0.08258803951741811,0.0019430816173553467,-0.30998939275741577,-0.025451339960113728,-0.0388185977935791,-0.38878098130226135,-0.08026103693248388,-0.039989590644836426,-0.2558072805404663,-0.0712190719247019,-0.03473144769668579,-0.16064274311065674,-0.05017721670867559,0.07723096013069153,-0.28388702869415283,-0.04948244261743184,0.03216743469238281,-0.34332990646362305,-0.07992109674216863,0.013533800840377808,-0.25668323040008545,-0.0673440547585642,0.011622220277786255,-0.18746697902679443,-0.04990163090826627
A,0.0,0.0,0.0,-0.1255808174610138,-0.0872659683227539,-0.011755222643387242,-0.20516487956047058,-0.22716796398162842,-0.020094492661428376,-0.24914570152759552,-0.3425053656101227,-0.03725821450598232,-0.30343136191368103,-0.4094292223453522,-0.051313131305050774,-0.14428234100341797,-0.3361336588859558,0.015194692460227088,-0.18580318987369537,-0.4283101558685303,-0.039020433279347344,-0.16867926716804504,-0.3273497223854065,-0.07485789731390469,-0.14484617114067078,-0.23332703113555908,-0.08957844153292172,-0.07640808820724487,-0.3334779143333435,5.8835682011704193e-05,-0.11873039603233337,-0.4271748960018158,-0.05980221480376713,-0.10709640383720398,-0.2951343059539795,-0.08007794544346325,-0.0920514166355133,-0.1929081678390503,-0.07981473878271572,-0.0034874677658081055,-0.3211714029312134,-0.02266811132676594,-0.04278188943862915,-0.401757150888443,-0.07593800053246014,-0.044887393712997437,-0.2679365873336792,-0.0670034579957246,-0.03976830840110779,-0.17262494564056396,-0.0461899928773164,0.0719207227230072,-0.2951917052268982,-0.047604828330349847,0.028297871351242065,-0.3526816666126251,-0.07633439377195828,0.009468257427215576,-0.26711201667785645,-0.06405470445997707,0.008445709943771362,-0.1991826295852661,-0.04706523865706913
A,0.0,0.0,0.0,-0.1255808174610138,-0.0872659683227539,-0.011755222643387242,-0.20516487956047058,-0.22716796398162842,-0.020094492661428376,-0.24914570152759552,-0.3425053656101227,-0.03725821450598232,-0.30343136191368103,-0.4094292223453522,-0.051313131305050774,-0.14428234100341797,-0.3361336588859558,0.015194692460227088,-0.18580318987369537,-0.4283101558685303,-0.039020433279347344,-0.16867926716804504,-0.3273497223854065,-0.07485789731390469,-0.14484617114067078,-0.23332703113555908,-0.08957844153292172,-0.07640808820724487,-0.3334779143333435,5.8835682011704193e-05,-0.11873039603233337,-0.4271748960018158,-0.05980221480376713,-0.10709640383720398,-0.2951343059539795,-0.08007794544346325,-0.0920514166355133,-0.1929081678390503,-0.07981473878271572,-0.0034874677658081055,-0.3211714029312134,-0.02266811132676594,-0.04278188943862915,-0.401757150888443,-0.07593800053246014,-0.044887393712997437,-0.2679365873336792,-0.0670034579957246,-0.03976830840110779,-0.17262494564056396,-0.0461899928773164,0.0719207227230072,-0.2951917052268982,-0.047604828330349847,0.028297871351242065,-0.3526816666126251,-0.07633439377195828,0.009468257427215576,-0.26711201667785645,-0.06405470445997707,0.008445709943771362,-0.1991826295852661,-0.04706523865706913
A,0.0,0.0,0.0,-0.12706610560417175,-0.08789724111557007,-0.012913267928524874,-0.20493265986442566,-0.23218679428100586,-0.021381610873504542,-0.24604423344135284,-0.35194826126098633,-0.03891910599486437,-0.3007403314113617,-0.42307353019714355,-0.05298959450738039,-0.1454114019870758,-0.35031139850616455,0.016586480793193914,-0.18413034081459045,-0.4472168982028961,-0.03976972388045397,-0.16852688789367676,-0.342659592628479,-0.07621476041094866,-0.1466941237449646,-0.24330925941467285,-0.09019032107607927,-0.07547882199287415,-0.3474041223526001,0.0018324596021557227,-0.11592647433280945,-0.44152703881263733,-0.06041800590173807,-0.10483402013778687,-0.3046412467956543,-0.08114863173977938,-0.09032222628593445,-0.1983703374862671,-0.07978369282500353,-0.0008935630321502686,-0.33435845375061035,-0.021095411721034907,-0.03960222005844116,-0.4131198823451996,-0.07645703094021883,-0.04175537824630737,-0.2763292193412781,-0.06794158356206026,-0.036463797092437744,-0.17955291271209717,-0.04619754465238657,0.07595717906951904,-0.30748534202575684,-0.046306837219162844,0.031132996082305908,-0.3680870234966278,-0.07556527094857302,0.013098746538162231,-0.279280424118042,-0.06301619844452944,0.013626515865325928,-0.20975208282470703,-0.045129656660719775
A,0.0,0.0,0.0,-0.12706610560417175,-0.08789724111557007,-0.012913267928524874,-0.20493265986442566,-0.23218679428100586,-0.021381610873504542,-0.24604423344135284,-0.35194826126098633,-0.03891910599486437,-0.3007403314113617,-0.42307353019714355,-0.05298959450738039,-0.1454114019870758,-0.35031139850616455,0.016586480793193914,-0.18413034081459045,-0.4472168982028961,-0.03976972388045397,-0.16852688789367676,-0.342659592628479,-0.07621476041094866,-0.1466941237449646,-0.24330925941467285,-0.09019032107607927,-0.07547882199287415,-0.3474041223526001,0.0018324596021557227,-0.11592647433280945,-0.44152703881263733,-0.06041800590173807,-0.10483402013778687,-0.3046412467956543,-0.08114863173977938,-0.09032222628593445,-0.1983703374862671,-0.07978369282500353,-0.0008935630321502686,-0.33435845375061035,-0.021095411721034907,-0.03960222005844116,-0.4131198823451996,-0.07645703094021883,-0.04175537824630737,-0.2763292193412781,-0.06794158356206026,-0.036463797092437744,-0.17955291271209717,-0.04619754465238657,0.07595717906951904,-0.30748534202575684,-0.046306837219162844,0.031132996082305908,-0.3680870234966278,-0.07556527094857302,0.013098746538162231,-0.279280424118042,-0.06301619844452944,0.013626515865325928,-0.20975208282470703,-0.045129656660719775
A,0.0,0.0,0.0,-0.1258850395679474,-0.08308005332946777,-0.017553487384248,-0.205624520778656,-0.22495758533477783,-0.030241479688811523,-0.2469630241394043,-0.3474036455154419,-0.05139522586159728,-0.3015216588973999,-0.4228416681289673,-0.06863901723318122,-0.14607283473014832,-0.35188233852386475,0.00827568158365466,-0.18555980920791626,-0.45371946692466736,-0.053210988232422096,-0.1677127331495285,-0.3448895215988159,-0.09249007661037467,-0.14454707503318787,-0.24195337295532227,-0.10776329744749091,-0.07340812683105469,-0.3499666452407837,-0.005884692595827801,-0.11410316824913025,-0.44479578733444214,-0.07271887321167014,-0.1028229296207428,-0.30244994163513184,-0.0942881326764109,-0.08893921971321106,-0.1942805051803589,-0.09302060265235923,0.003332972526550293,-0.33694297075271606,-0.02861039858453296,-0.035606592893600464,-0.41969048976898193,-0.08859692473106406,-0.03960782289505005,-0.27698445320129395,-0.07888186682157539,-0.03455871343612671,-0.17738449573516846,-0.05545424629144691,0.08201196789741516,-0.3090618848800659,-0.05400850583009742,0.03428420424461365,-0.3678646981716156,-0.08693480450801871,0.012857913970947266,-0.2754485607147217,-0.07454283494644187,0.012342095375061035,-0.20513004064559937,-0.056020643153715355
A,0.0,0.0,0.0,-0.1258850395679474,-0.08308005332946777,-0.017553487384248,-0.205624520778656,-0.22495758533477783,-0.030241479688811523,-0.2469630241394043,-0.3474036455154419,-0.05139522586159728,-0.3015216588973999,-0.4228416681289673,-0.06863901723318122,-0.14607283473014832,-0.35188233852386475,0.00827568158365466,-0.18555980920791626,-0.45371946692466736,-0.053210988232422096,-0.1677127331495285,-0.3448895215988159,-0.09249007661037467,-0.14454707503318787,-0.24195337295532227,-0.10776329744749091,-0.07340812683105469,-0.3499666452407837,-0.005884692595827801,-0.11410316824913025,-0.44479578733444214,-0.07271887321167014,-0.1028229296207428,-0.30244994163513184,-0.0942881326764109,-0.08893921971321106,-0.1942805051803589,-0.09302060265235923,0.003332972526550293,-0.33694297075271606,-0.02861039858453296,-0.035606592893600464,-0.41969048976898193,-0.08859692473106406,-0.03960782289505005,-0.27698445320129395,-0.07888186682157539,-0.03455871343612671,-0.17738449573516846,-0.05545424629144691,0.08201196789741516,-0.3090618848800659,-0.05400850583009742,0.03428420424461365,-0.3678646981716156,-0.08693480450801871,0.012857913970947266,-0.2754485607147217,-0.07454283494644187,0.012342095375061035,-0.20513004064559937,-0.056020643153715355
